"Timestamp","Temperature_Celsius(°C)","Relative_Humidity(%)","Absolute_Humidity(g/m³)","DPT_Celsius(°C)","VPD(kPa)"
"2026-01-31 5:26:56 PM","19.4","48","8.0","8.1","1.17"
"2026-01-31 5:27:56 PM","19.4","48","8.0","8.1","1.17"
"2026-01-31 5:28:56 PM","19.3","48","8.0","8.0","1.16"
"2026-01-31 5:29:56 PM","19.3","48","8.0","8.0","1.16"
"2026-01-31 5:30:56 PM","19.3","48","8.0","8.0","1.16"
"2026-01-31 5:31:56 PM","19.3","48","8.0","8.0","1.16"
"2026-01-31 5:32:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:33:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:34:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:35:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:36:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:37:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:38:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:39:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:40:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:41:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:42:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:43:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:44:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:45:56 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 5:46:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:47:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:48:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:49:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:50:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:51:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:52:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:53:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:54:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:55:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:56:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:57:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:58:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 5:59:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 6:00:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 6:01:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 6:02:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 6:03:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 6:04:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 6:05:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 6:06:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 6:07:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 6:08:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 6:09:00 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 6:10:03 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 6:11:03 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 6:12:03 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 6:13:03 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 6:14:03 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 6:15:03 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 6:16:03 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 6:17:03 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 6:18:03 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 6:19:03 PM","19.2","51","8.4","8.8","1.09"
"2026-01-31 6:20:03 PM","19.2","51","8.4","8.8","1.09"
"2026-01-31 6:21:03 PM","19.2","51","8.4","8.8","1.09"
"2026-01-31 6:22:13 PM","19.2","51","8.4","8.8","1.09"
"2026-01-31 6:23:13 PM","19.2","51","8.4","8.8","1.09"
"2026-01-31 6:24:13 PM","19.2","51","8.4","8.8","1.09"
"2026-01-31 6:25:13 PM","19.1","51","8.4","8.7","1.08"
"2026-01-31 6:26:13 PM","19.1","51","8.4","8.7","1.08"
"2026-01-31 6:27:13 PM","19.1","51","8.4","8.7","1.08"
"2026-01-31 6:28:13 PM","19.1","51","8.4","8.7","1.08"
"2026-01-31 6:29:13 PM","19.1","52","8.5","9.0","1.06"
"2026-01-31 6:30:13 PM","19.1","52","8.5","9.0","1.06"
"2026-01-31 6:31:13 PM","19.0","52","8.5","8.9","1.05"
"2026-01-31 6:32:13 PM","19.0","52","8.5","8.9","1.05"
"2026-01-31 6:33:13 PM","19.0","52","8.5","8.9","1.05"
"2026-01-31 6:34:13 PM","19.0","52","8.5","8.9","1.05"
"2026-01-31 6:35:13 PM","19.0","52","8.5","8.9","1.05"
"2026-01-31 6:36:13 PM","19.0","52","8.5","8.9","1.05"
"2026-01-31 6:37:13 PM","19.0","52","8.5","8.9","1.05"
"2026-01-31 6:38:13 PM","19.0","52","8.5","8.9","1.05"
"2026-01-31 6:39:13 PM","18.9","53","8.6","9.1","1.03"
"2026-01-31 6:40:13 PM","18.9","53","8.6","9.1","1.03"
"2026-01-31 6:41:13 PM","18.9","53","8.6","9.1","1.03"
"2026-01-31 6:42:13 PM","18.9","53","8.6","9.1","1.03"
"2026-01-31 6:43:13 PM","18.9","54","8.8","9.4","1.00"
"2026-01-31 6:44:13 PM","18.9","54","8.8","9.4","1.00"
"2026-01-31 6:45:13 PM","18.9","54","8.8","9.4","1.00"
"2026-01-31 6:46:13 PM","18.9","54","8.8","9.4","1.00"
"2026-01-31 6:47:13 PM","18.9","54","8.8","9.4","1.00"
"2026-01-31 6:48:13 PM","18.9","54","8.8","9.4","1.00"
"2026-01-31 6:49:13 PM","18.9","55","8.9","9.7","0.98"
"2026-01-31 6:50:13 PM","18.9","55","8.9","9.7","0.98"
"2026-01-31 6:51:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 6:52:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 6:53:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 6:54:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 6:55:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 6:56:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 6:57:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 6:58:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 6:59:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 7:00:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 7:01:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 7:02:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 7:03:13 PM","18.7","55","8.8","9.5","0.97"
"2026-01-31 7:04:13 PM","18.7","55","8.8","9.5","0.97"
"2026-01-31 7:05:13 PM","18.7","55","8.8","9.5","0.97"
"2026-01-31 7:06:13 PM","18.8","55","8.9","9.6","0.98"
"2026-01-31 7:07:13 PM","18.9","55","8.9","9.7","0.98"
"2026-01-31 7:08:13 PM","19.0","55","9.0","9.7","0.99"
"2026-01-31 7:09:13 PM","19.1","56","9.2","10.1","0.97"
"2026-01-31 7:10:13 PM","19.3","56","9.3","10.3","0.99"
"2026-01-31 7:11:13 PM","19.4","56","9.3","10.4","0.99"
"2026-01-31 7:12:13 PM","19.4","55","9.2","10.1","1.01"
"2026-01-31 7:13:13 PM","19.4","54","9.0","9.8","1.04"
"2026-01-31 7:14:58 PM","19.5","54","9.1","9.9","1.04"
"2026-01-31 7:15:58 PM","19.5","54","9.1","9.9","1.04"
"2026-01-31 7:16:58 PM","19.5","54","9.1","9.9","1.04"
"2026-01-31 7:17:58 PM","19.5","54","9.1","9.9","1.04"
"2026-01-31 7:18:58 PM","19.5","54","9.1","9.9","1.04"
"2026-01-31 7:19:58 PM","19.5","54","9.1","9.9","1.04"
"2026-01-31 7:20:58 PM","19.5","54","9.1","9.9","1.04"
"2026-01-31 7:21:58 PM","19.5","54","9.1","9.9","1.04"
"2026-01-31 7:22:58 PM","19.5","54","9.1","9.9","1.04"
"2026-01-31 7:23:58 PM","19.5","54","9.1","9.9","1.04"
"2026-01-31 7:24:58 PM","19.6","54","9.1","10.0","1.05"
"2026-01-31 7:25:58 PM","19.6","54","9.1","10.0","1.05"
"2026-01-31 7:26:58 PM","19.8","54","9.2","10.2","1.06"
"2026-01-31 7:27:58 PM","20.0","54","9.3","10.4","1.08"
"2026-01-31 7:28:58 PM","20.0","54","9.3","10.4","1.08"
"2026-01-31 7:29:58 PM","19.9","54","9.3","10.3","1.07"
"2026-01-31 7:30:58 PM","19.9","53","9.1","10.0","1.09"
"2026-01-31 7:31:58 PM","19.9","53","9.1","10.0","1.09"
"2026-01-31 7:32:58 PM","19.9","53","9.1","10.0","1.09"
"2026-01-31 7:33:58 PM","19.9","53","9.1","10.0","1.09"
"2026-01-31 7:34:58 PM","19.9","53","9.1","10.0","1.09"
"2026-01-31 7:35:58 PM","19.9","53","9.1","10.0","1.09"
"2026-01-31 7:36:58 PM","19.9","53","9.1","10.0","1.09"
"2026-01-31 7:37:58 PM","19.9","53","9.1","10.0","1.09"
"2026-01-31 7:38:58 PM","19.9","53","9.1","10.0","1.09"
"2026-01-31 7:39:58 PM","19.9","53","9.1","10.0","1.09"
"2026-01-31 7:40:58 PM","19.9","53","9.1","10.0","1.09"
"2026-01-31 7:41:58 PM","19.8","53","9.1","9.9","1.09"
"2026-01-31 7:42:58 PM","19.8","53","9.1","9.9","1.09"
"2026-01-31 7:43:58 PM","19.8","53","9.1","9.9","1.09"
"2026-01-31 7:44:58 PM","20.1","53","9.2","10.2","1.11"
"2026-01-31 7:45:58 PM","20.3","53","9.3","10.4","1.12"
"2026-01-31 7:46:58 PM","20.4","72","12.7","15.2","0.67"
"2026-01-31 7:47:58 PM","20.4","91","16.1","18.9","0.22"
"2026-01-31 7:48:58 PM","20.4","72","12.7","15.2","0.67"
"2026-01-31 7:49:58 PM","20.3","54","9.5","10.7","1.10"
"2026-01-31 7:50:58 PM","20.3","52","9.2","10.1","1.14"
"2026-01-31 7:51:58 PM","20.2","51","8.9","9.7","1.16"
"2026-01-31 7:52:58 PM","20.2","51","8.9","9.7","1.16"
"2026-01-31 7:53:58 PM","20.2","51","8.9","9.7","1.16"
"2026-01-31 7:54:58 PM","20.2","51","8.9","9.7","1.16"
"2026-01-31 7:55:58 PM","20.1","51","8.9","9.6","1.15"
"2026-01-31 7:56:58 PM","20.1","50","8.7","9.3","1.18"
"2026-01-31 7:57:58 PM","20.1","50","8.7","9.3","1.18"
"2026-01-31 7:58:58 PM","20.1","50","8.7","9.3","1.18"
"2026-01-31 7:59:58 PM","20.1","50","8.7","9.3","1.18"
"2026-01-31 8:00:58 PM","20.1","49","8.5","9.0","1.20"
"2026-01-31 8:01:58 PM","20.1","49","8.5","9.0","1.20"
"2026-01-31 8:02:58 PM","20.1","49","8.5","9.0","1.20"
"2026-01-31 8:03:58 PM","20.1","49","8.5","9.0","1.20"
"2026-01-31 8:04:58 PM","20.1","48","8.3","8.7","1.22"
"2026-01-31 8:05:58 PM","20.1","48","8.3","8.7","1.22"
"2026-01-31 8:06:58 PM","20.1","48","8.3","8.7","1.22"
"2026-01-31 8:07:58 PM","20.1","48","8.3","8.7","1.22"
"2026-01-31 8:08:58 PM","20.1","48","8.3","8.7","1.22"
"2026-01-31 8:09:58 PM","20.1","49","8.5","9.0","1.20"
"2026-01-31 8:10:58 PM","20.1","49","8.5","9.0","1.20"
"2026-01-31 8:11:58 PM","20.1","49","8.5","9.0","1.20"
"2026-01-31 8:12:58 PM","20.1","49","8.5","9.0","1.20"
"2026-01-31 8:13:58 PM","20.1","49","8.5","9.0","1.20"
"2026-01-31 8:14:58 PM","20.1","49","8.5","9.0","1.20"
"2026-01-31 8:15:58 PM","20.0","50","8.6","9.3","1.17"
"2026-01-31 8:16:58 PM","20.0","50","8.6","9.3","1.17"
"2026-01-31 8:17:58 PM","20.0","50","8.6","9.3","1.17"
"2026-01-31 8:18:58 PM","20.0","50","8.6","9.3","1.17"
"2026-01-31 8:19:58 PM","20.0","50","8.6","9.3","1.17"
"2026-01-31 8:20:58 PM","20.0","50","8.6","9.3","1.17"
"2026-01-31 8:21:58 PM","20.0","50","8.6","9.3","1.17"
"2026-01-31 8:22:58 PM","20.1","51","8.9","9.6","1.15"
"2026-01-31 8:23:58 PM","20.2","52","9.1","10.0","1.14"
"2026-01-31 8:24:58 PM","20.3","51","9.0","9.8","1.17"
"2026-01-31 8:25:58 PM","20.3","50","8.8","9.5","1.19"
"2026-01-31 8:26:58 PM","20.3","50","8.8","9.5","1.19"
"2026-01-31 8:27:58 PM","20.3","50","8.8","9.5","1.19"
"2026-01-31 8:28:58 PM","20.3","50","8.8","9.5","1.19"
"2026-01-31 8:29:58 PM","20.2","50","8.7","9.4","1.18"
"2026-01-31 8:30:58 PM","20.2","50","8.7","9.4","1.18"
"2026-01-31 8:31:58 PM","20.2","51","8.9","9.7","1.16"
"2026-01-31 8:32:58 PM","20.2","51","8.9","9.7","1.16"
"2026-01-31 8:33:58 PM","20.2","51","8.9","9.7","1.16"
"2026-01-31 8:34:58 PM","20.2","50","8.7","9.4","1.18"
"2026-01-31 8:35:58 PM","20.2","50","8.7","9.4","1.18"
"2026-01-31 8:36:58 PM","20.2","50","8.7","9.4","1.18"
"2026-01-31 8:37:58 PM","20.2","50","8.7","9.4","1.18"
"2026-01-31 8:38:58 PM","20.2","50","8.7","9.4","1.18"
"2026-01-31 8:39:58 PM","20.1","50","8.7","9.3","1.18"
"2026-01-31 8:40:58 PM","20.2","51","8.9","9.7","1.16"
"2026-01-31 8:41:58 PM","20.2","52","9.1","10.0","1.14"
"2026-01-31 8:42:58 PM","20.3","51","9.0","9.8","1.17"
"2026-01-31 8:43:58 PM","20.3","50","8.8","9.5","1.19"
"2026-01-31 8:44:58 PM","20.3","49","8.6","9.2","1.21"
"2026-01-31 8:45:58 PM","20.2","49","8.6","9.1","1.21"
"2026-01-31 8:46:58 PM","20.1","49","8.5","9.0","1.20"
"2026-01-31 8:47:58 PM","20.0","49","8.5","9.0","1.19"
"2026-01-31 8:48:58 PM","20.1","51","8.9","9.6","1.15"
"2026-01-31 8:49:58 PM","20.1","53","9.2","10.2","1.11"
"2026-01-31 8:50:58 PM","20.2","52","9.1","10.0","1.14"
"2026-01-31 8:51:58 PM","20.2","51","8.9","9.7","1.16"
"2026-01-31 8:52:58 PM","20.3","50","8.8","9.5","1.19"
"2026-01-31 8:53:58 PM","20.3","49","8.6","9.2","1.21"
"2026-01-31 8:54:58 PM","20.3","49","8.6","9.2","1.21"
"2026-01-31 8:55:58 PM","20.2","49","8.6","9.1","1.21"
"2026-01-31 8:56:58 PM","20.2","49","8.6","9.1","1.21"
"2026-01-31 8:57:58 PM","20.1","50","8.7","9.3","1.18"
"2026-01-31 8:58:58 PM","20.1","50","8.7","9.3","1.18"
"2026-01-31 8:59:58 PM","20.0","51","8.8","9.5","1.15"
"2026-01-31 9:00:58 PM","20.0","51","8.8","9.5","1.15"
"2026-01-31 9:01:58 PM","20.0","52","9.0","9.8","1.12"
"2026-01-31 9:02:58 PM","20.0","51","8.8","9.5","1.15"
"2026-01-31 9:03:58 PM","19.9","50","8.6","9.2","1.16"
"2026-01-31 9:04:58 PM","20.1","69","12.0","14.2","0.73"
"2026-01-31 9:05:58 PM","20.2","88","15.4","18.1","0.28"
"2026-01-31 9:06:58 PM","19.9","74","12.7","15.1","0.60"
"2026-01-31 9:07:58 PM","19.6","60","10.1","11.6","0.91"
"2026-01-31 9:08:58 PM","19.6","57","9.6","10.8","0.98"
"2026-01-31 9:09:58 PM","19.6","54","9.1","10.0","1.05"
"2026-01-31 9:10:58 PM","19.6","53","8.9","9.8","1.07"
"2026-01-31 9:11:58 PM","19.5","52","8.7","9.4","1.09"
"2026-01-31 9:12:58 PM","19.5","52","8.7","9.4","1.09"
"2026-01-31 9:13:58 PM","19.5","52","8.7","9.4","1.09"
"2026-01-31 9:14:58 PM","19.5","52","8.7","9.4","1.09"
"2026-01-31 9:15:58 PM","19.4","52","8.7","9.3","1.08"
"2026-01-31 9:16:58 PM","19.4","52","8.7","9.3","1.08"
"2026-01-31 9:17:58 PM","19.4","52","8.7","9.3","1.08"
"2026-01-31 9:18:58 PM","19.4","52","8.7","9.3","1.08"
"2026-01-31 9:19:58 PM","19.3","52","8.6","9.2","1.07"
"2026-01-31 9:20:58 PM","19.3","53","8.8","9.5","1.05"
"2026-01-31 9:21:58 PM","19.3","55","9.1","10.0","1.01"
"2026-01-31 9:22:58 PM","19.4","53","8.8","9.6","1.06"
"2026-01-31 9:23:58 PM","19.5","52","8.7","9.4","1.09"
"2026-01-31 9:24:58 PM","19.5","52","8.7","9.4","1.09"
"2026-01-31 9:25:58 PM","19.4","52","8.7","9.3","1.08"
"2026-01-31 9:26:58 PM","19.4","52","8.7","9.3","1.08"
"2026-01-31 9:27:58 PM","19.3","52","8.6","9.2","1.07"
"2026-01-31 9:28:58 PM","19.3","52","8.6","9.2","1.07"
"2026-01-31 9:29:58 PM","19.3","53","8.8","9.5","1.05"
"2026-01-31 9:30:58 PM","19.3","53","8.8","9.5","1.05"
"2026-01-31 9:31:58 PM","19.3","53","8.8","9.5","1.05"
"2026-01-31 9:32:17 PM","19.3","53","8.8","9.5","1.05"
"2026-01-31 9:33:17 PM","19.3","53","8.8","9.5","1.05"
"2026-01-31 9:34:17 PM","19.3","53","8.8","9.5","1.05"
"2026-01-31 9:35:17 PM","19.3","53","8.8","9.5","1.05"
"2026-01-31 9:36:17 PM","19.3","52","8.6","9.2","1.07"
"2026-01-31 9:37:17 PM","19.3","52","8.6","9.2","1.07"
"2026-01-31 9:38:17 PM","19.3","52","8.6","9.2","1.07"
"2026-01-31 9:39:17 PM","19.3","52","8.6","9.2","1.07"
"2026-01-31 9:40:17 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 9:41:17 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 9:42:17 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 9:43:17 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 9:44:17 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 9:45:17 PM","19.3","51","8.5","8.9","1.10"
"2026-01-31 9:46:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 9:47:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 9:48:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 9:49:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 9:50:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 9:51:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 9:52:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 9:53:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 9:54:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 9:55:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 9:56:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 9:57:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 9:58:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 9:59:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:00:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:01:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:02:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:03:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:04:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:05:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:06:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:07:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:08:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:09:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:10:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:11:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:12:17 PM","19.3","48","8.0","8.0","1.16"
"2026-01-31 10:13:17 PM","19.3","48","8.0","8.0","1.16"
"2026-01-31 10:14:17 PM","19.3","48","8.0","8.0","1.16"
"2026-01-31 10:15:17 PM","19.3","48","8.0","8.0","1.16"
"2026-01-31 10:16:17 PM","19.3","48","8.0","8.0","1.16"
"2026-01-31 10:17:17 PM","19.3","48","8.0","8.0","1.16"
"2026-01-31 10:18:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:19:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 10:20:17 PM","19.3","50","8.3","8.6","1.12"
"2026-01-31 10:21:17 PM","19.2","50","8.2","8.5","1.11"
"2026-01-31 10:22:17 PM","19.2","50","8.2","8.5","1.11"
"2026-01-31 10:23:17 PM","19.2","50","8.2","8.5","1.11"
"2026-01-31 10:24:17 PM","19.2","50","8.2","8.5","1.11"
"2026-01-31 10:25:17 PM","19.2","50","8.2","8.5","1.11"
"2026-01-31 10:26:17 PM","19.2","50","8.2","8.5","1.11"
"2026-01-31 10:27:17 PM","19.2","50","8.2","8.5","1.11"
"2026-01-31 10:28:17 PM","19.2","49","8.1","8.2","1.13"
"2026-01-31 10:29:17 PM","19.2","49","8.1","8.2","1.13"
"2026-01-31 10:30:17 PM","19.2","49","8.1","8.2","1.13"
"2026-01-31 10:31:17 PM","19.2","49","8.1","8.2","1.13"
"2026-01-31 10:32:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:33:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:34:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:35:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:36:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:37:17 PM","19.3","49","8.1","8.3","1.14"
"2026-01-31 10:38:17 PM","19.4","49","8.2","8.4","1.15"
"2026-01-31 10:39:17 PM","19.5","50","8.4","8.8","1.13"
"2026-01-31 10:40:17 PM","19.5","48","8.1","8.2","1.18"
"2026-01-31 10:41:17 PM","19.5","47","7.9","7.9","1.20"
"2026-01-31 10:42:17 PM","19.5","47","7.9","7.9","1.20"
"2026-01-31 10:43:17 PM","19.5","47","7.9","7.9","1.20"
"2026-01-31 10:44:17 PM","19.5","47","7.9","7.9","1.20"
"2026-01-31 10:45:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:46:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:47:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:48:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:49:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:50:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:51:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:52:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:53:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:54:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:55:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:56:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:57:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:58:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 10:59:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 11:00:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 11:01:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 11:02:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 11:03:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 11:04:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 11:05:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 11:06:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 11:07:17 PM","19.4","47","7.8","7.8","1.19"
"2026-01-31 11:08:17 PM","19.4","48","8.0","8.1","1.17"
"2026-01-31 11:09:17 PM","19.3","49","8.1","8.3","1.14"
